Smiles,Dataset,Model,canonical smiles,ring_systems,min_ring,min_freq,rare_ring
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(C(=O)Nc3cc(Cl)c(Cl)c(Cl)c3)CC2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(C(=O)Nc3cc(Cl)c(Cl)c(Cl)c3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(F)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(F)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Br)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Br)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(F)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCNCC3)c2)c(F)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCOCC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCOCC3)c2)c(Cl)c1,"[('C1COCCN1', 70960), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1COCCN1,70960,False
CN1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,aryl,claude,CN1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCSCC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCSCC3)c2)c(Cl)c1,"[('C1CSCCN1', 1771), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CSCCN1,1771,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCC(F)CC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCC(F)CC3)c2)c(Cl)c1,"[('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCNCC1,174309,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCN(CC4CC4)CC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCN(CC4CC4)CC3)c2)c(Cl)c1,"[('C1CC1', 70914), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC1,70914,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCN(CCO)CC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCN(CCO)CC3)c2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CCOC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,aryl,claude,CCOC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(F)c4)cc3Cl)ccn2)CC1,aryl,claude,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(F)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
COC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,aryl,claude,COC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3F)ccn2)CC1,aryl,claude,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3F)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Br)c4)cc3Cl)ccn2)CC1,aryl,claude,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Br)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CCCOC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,aryl,claude,CCCOC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CC(C)COC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,aryl,claude,CC(C)COC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(I)c4)cc3Cl)ccn2)CC1,aryl,claude,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cccc(I)c4)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCN(C(=O)OC4CC4)CC3)c2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCN(C(=O)OC4CC4)CC3)c2)c(Cl)c1,"[('C1CC1', 70914), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CC1,70914,False
CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cc(Cl)ccc4F)cc3Cl)ccn2)CC1,aryl,claude,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ncc(C(=O)Nc4cc(Cl)ccc4F)cc3Cl)ccn2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(F)c1)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,aryl,claude,O=C(Nc1cccc(F)c1)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cc(F)c(N2CCN(c3cccnc3)CC2)cn1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cc(F)c(N2CCN(c3cccnc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Br)c1)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,aryl,claude,O=C(Nc1cccc(Br)c1)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,aryl,claude,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cc(Cl)ccc1F)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,aryl,claude,O=C(Nc1cc(Cl)ccc1F)c1cc(Cl)c(N2CCN(c3ccncc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1cc(Br)c(N2CCN(c3ccncc3)CC2)cn1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cc(Br)c(N2CCN(c3ccncc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1ccc(N2CCN(c3ccncc3)CC2)cn1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1ccc(N2CCN(c3ccncc3)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Cl)c1)c1ncc(N2CCN(c3ccncc3)CC2)c(Cl)n1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1ncc(N2CCN(c3ccncc3)CC2)c(Cl)n1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
O=C(Nc1cccc(Cl)c1)c1cc(Cl)c(N2CCN(c3ccncc3F)CC2)cn1,aryl,claude,O=C(Nc1cccc(Cl)c1)c1cc(Cl)c(N2CCN(c3ccncc3F)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(F)c1,aryl,claude,O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(F)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,aryl,claude,O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3cccnc3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3cccnc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2cccc(F)c2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCN(Cc2cccc(F)c2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
S=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,S=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CCCNCC1', 6337), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CCCNCC1,6337,False
O=C(NC1CCN(Cc2ccncc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCN(Cc2ccncc2)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2ccccc2F)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCN(Cc2ccccc2F)CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,aryl,claude,O=C(NC1CCN(Cc2ccccc2)CC1)c1cnc(N2CCN(c3cncnc3)CC2)c(Cl)c1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('C1CCNCC1', 174309), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Cc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,aryl,claude,Cc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(CF)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(CF)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
COc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,aryl,claude,COc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(Br)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(Br)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
N#Cc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,aryl,claude,N#Cc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(F)c1)c1cnc(N2CCN(c3cccnc3)CC2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(F)c1)c1cnc(N2CCN(c3cccnc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CCc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(F)c2)c1,aryl,claude,CCc1cccc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(F)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
CCc1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(Cl)c2)c1,aryl,claude,CCc1cccc(NC(=O)c2cnc(N3CCN(c4cncnc4)CC3)c(Cl)c2)c1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
CCc1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Cl)c2)c1,aryl,claude,CCc1cccc(NC(=O)c2cnc(N3CCN(c4ccccn4)CC3)c(Cl)c2)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
O=C(Nc1cccc(CCO)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,O=C(Nc1cccc(CCO)c1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Fc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,aryl,claude,Fc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,"[('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cn[nH]c1,85440,False
Brc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,aryl,claude,Brc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,"[('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cn[nH]c1,85440,False
Cc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,aryl,claude,Cc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,"[('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cn[nH]c1,85440,False
COc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,aryl,claude,COc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncc2)CC1,"[('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cn[nH]c1,85440,False
Clc1cc(-c2cn[nH]c2)cnc1N1CCN(c2cccnc2)CC1,aryl,claude,Clc1cc(-c2cn[nH]c2)cnc1N1CCN(c2cccnc2)CC1,"[('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cn[nH]c1,85440,False
Clc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncn2)CC1,aryl,claude,Clc1cc(-c2cn[nH]c2)cnc1N1CCN(c2ccncn2)CC1,"[('c1cncnc1', 81465), ('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",c1cncnc1,81465,False
Clc1cc(-c2cn[nH]c2)cnc1N1CCCN(c2ccncc2)CC1,aryl,claude,Clc1cc(-c2cn[nH]c2)cnc1N1CCCN(c2ccncc2)CC1,"[('C1CNCCNC1', 5114), ('c1cn[nH]c1', 85440), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",C1CNCCNC1,5114,False
Clc1cc(-c2cn[nH]c2)cnc1N1CCN(c2cncnc2)CC1,aryl,claude,Clc1cc(-c2cn[nH]c2)cnc1N1CCN(c2cncnc2)CC1,"[('c1cncnc1', 81465), ('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",c1cncnc1,81465,False
Clc1cc(-c2cn[nH]c2)cnc1N1CCN(Cc2ccncc2)CC1,aryl,claude,Clc1cc(-c2cn[nH]c2)cnc1N1CCN(Cc2ccncc2)CC1,"[('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698)]",c1cn[nH]c1,85440,False
Clc1nc(N2CCN(c3ccncc3)CC2)ncc1-c1cn[nH]c1,aryl,claude,Clc1nc(N2CCN(c3ccncc3)CC2)ncc1-c1cn[nH]c1,"[('c1cncnc1', 81465), ('c1cn[nH]c1', 85440), ('C1CNCCN1', 137326), ('c1ccncc1', 231698)]",c1cncnc1,81465,False
Fc1cccc(Cl)c1-c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,Fc1cccc(Cl)c1-c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Clc1cc(-c2c(Cl)cccc2Cl)cnc1N1CCN(c2cccnc2)CC1,aryl,claude,Clc1cc(-c2c(Cl)cccc2Cl)cnc1N1CCN(c2cccnc2)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Clc1cccc(Cl)c1-c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,aryl,claude,Clc1cccc(Cl)c1-c1cnc(N2CCN(c3ccncc3)CC2)c(Br)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Fc1cccc(Cl)c1-c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,claude,Fc1cccc(Cl)c1-c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Clc1cc(-c2c(Cl)cccc2Cl)cnc1N1CCN(c2cncnc2)CC1,aryl,claude,Clc1cc(-c2c(Cl)cccc2Cl)cnc1N1CCN(c2cncnc2)CC1,"[('c1cncnc1', 81465), ('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1cncnc1,81465,False
Clc1cc(-c2c(Cl)cccc2Cl)cnc1N1CCCN(c2ccncc2)CC1,aryl,claude,Clc1cc(-c2c(Cl)cccc2Cl)cnc1N1CCCN(c2ccncc2)CC1,"[('C1CNCCNC1', 5114), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCNC1,5114,False
Fc1cc(N2CCN(c3ncc(-c4c(Cl)cccc4Cl)cc3Cl)CC2)ccn1,aryl,claude,Fc1cc(N2CCN(c3ncc(-c4c(Cl)cccc4Cl)cc3Cl)CC2)ccn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Cc1cnccc1N1CCN(c2ncc(-c3c(Cl)cccc3Cl)cc2Cl)CC1,aryl,claude,Cc1cnccc1N1CCN(c2ncc(-c3c(Cl)cccc3Cl)cc2Cl)CC1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
Nc1ccc(N2CCN(c3ncc(-c4c(Cl)cccc4Cl)cc3Cl)CC2)cn1,aryl,claude,Nc1ccc(N2CCN(c3ncc(-c4c(Cl)cccc4Cl)cc3Cl)CC2)cn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
COc1cc(N2CCN(c3ncc(-c4c(Cl)cccc4Cl)cc3Cl)CC2)ccn1,aryl,claude,COc1cc(N2CCN(c3ncc(-c4c(Cl)cccc4Cl)cc3Cl)CC2)ccn1,"[('C1CNCCN1', 137326), ('c1ccncc1', 231698), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",C1CNCCN1,137326,False
N#Cc1ccc2c(c1)CCN(c1ncc(C(=O)Nc3cccc(Cl)c3)cc1Cl)C2,aryl,claude,N#Cc1ccc2c(c1)CCN(c1ncc(C(=O)Nc3cccc(Cl)c3)cc1Cl)C2,"[('c1ccc2c(c1)CCNC2', 17250), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccc2c(c1)CCNC2,17250,False
N#Cc1ccc2c(c1)CCN(c1ncc(C(=O)Nc3cccc(F)c3)cc1Cl)C2,aryl,claude,N#Cc1ccc2c(c1)CCN(c1ncc(C(=O)Nc3cccc(F)c3)cc1Cl)C2,"[('c1ccc2c(c1)CCNC2', 17250), ('c1ccncc1', 231698), ('c1ccccc1', 2260082)]",c1ccc2c(c1)CCNC2,17250,False
